label,source,target
,"改 革 创 新 共 同 创 造 更 加 美 好 的 未 来
","O O O O O O O O O O O O O B_T I_T
"
,"— — 2 0 1 4 年 新 年 献 辞
","O O B_T I_T I_T I_T I_T I_T I_T O O
"
,"[ 西 藏 自 治 区 党 委 书 记 陈 全 国 自 治 区 主 席 洛 桑 江 村
","B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC O O O O O O O O O O O O B_LOC I_LOC I_LOC I_LOC
"
,"新 年 伊 始 , 万 象 更 新 , 2 0 1 4 年 的 钟 声 即 将 敲 响 , 值 此 辞 旧 迎 新 之 际 , 我 们 谨 代 表 自 治 区 党 委 、 政 府 向 全 区 各 族 人 民 致 以 新 年 的 祝 贺 ! 向 驻 藏 人 民 解 放 军 指 战 员 、 武 警 官 兵 、 政 法 干 警 , 致 以 崇 高 的 敬 意 ! 向 为 西 藏 的 改 革 开 放 和 现 代 化 建 设 事 业 做 出 贡 献 的 离 退 休 老 党 员 、 老 领 导 、 老 同 志 , 向 所 有 关 心 、 支 持 西 藏 各 项 事 业 发 展 的 各 族 各 界 人 士 , 致 以 诚 挚 的 祝 福 ! 向 全 国 各 族 人 民 特 别 是 中 央 国 家 部 委 、 对 口 援 藏 省 市 和 国 有 重 要 骨 干 企 业 , 表 示 衷 心 的 感 谢 ! 向 在 节 日 期 间 坚 守 岗 位 、 奋 战 在 工 作 一 线 的 同 志 们 , 表 示 亲 切 的 慰 问 !
","O O O O O O O O O O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"2 0 1 3 年 , 是 我 们 党 和 国 家 发 展 史 上 具 有 重 要 意 义 的 一 年 。 以 习 近 平 同 志 为 总 书 记 的 党 中 央 团 结 带 领 全 国 各 族 人 民 , 坚 持 稳 中 求 进 的 工 作 总 基 调 , 着 力 稳 增 长 、 调 结 构 、 促 改 革 , 沉 着 应 对 各 种 风 险 挑 战 , 全 面 推 进 社 会 主 义 经 济 建 设 、 政 治 建 设 、 文 化 建 设 、 社 会 建 设 、 生 态 文 明 建 设 , 全 面 推 进 党 的 建 设 新 的 伟 大 工 程 , 扎 实 推 进 党 的 群 众 路 线 教 育 实 践 活 动 , 各 项 工 作 取 得 新 进 展 , 推 动 发 展 成 果 更 多 更 公 平 惠 及 全 体 人 民 , 实 现 了 贯 彻 落 实 党 的 十 八 大 精 神 第 一 年 的 良 好 开 局 。 党 的 十 八 届 三 中 全 会 胜 利 召 开 , 以 习 近 平 同 志 为 总 书 记 的 党 中 央 着 眼 “ 两 个 一 百 年 ” 奋 斗 目 标 和 实 现 中 华 民 族 伟 大 复 兴 中 国 梦 的 战 略 全 局 , 做 出 了 全 面 深 化 改 革 的 重 大 战 略 部 署 , 为 全 面 深 化 改 革 描 绘 了 蓝 图 、 指 明 了 方 向 , 吹 响 了 新 的 历 史 起 点 上 深 化 改 革 的 号 角 , 必 将 对 推 进 中 国 特 色 社 会 主 义 伟 大 事 业 产 生 重 大 而 深 远 的 影 响 。
","B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O
"
,"一 年 来 , 在 党 中 央 、 国 务 院 的 亲 切 关 怀 下 , 在 全 国 各 族 人 民 无 私 支 援 下 , 自 治 区 党 委 、 政 府 团 结 带 领 全 区 各 族 人 民 , 深 入 贯 彻 落 实 党 的 十 八 大 和 十 八 届 二 中 、 三 中 全 会 精 神 , 贯 彻 落 实 习 近 平 总 书 记 系 列 重 要 讲 话 精 神 、 特 别 是 “ 治 国 必 治 边 、 治 边 先 稳 藏 ” 的 重 要 战 略 思 想 , 贯 彻 落 实 俞 正 声 主 席 “ 依 法 治 藏 、 长 期 建 藏 ” 的 指 示 要 求 , 坚 持 走 有 中 国 特 色 、 西 藏 特 点 的 发 展 路 子 , 全 区 呈 现 出 经 济 又 好 又 快 发 展 , 民 生 显 著 改 善 , 生 态 环 境 良 好 , 民 族 团 结 进 步 , 宗 教 和 睦 和 顺 , 社 会 和 谐 稳 定 , 党 的 建 设 不 断 加 强 的 大 好 局 面 。
","O O O O O B_ORG I_ORG I_ORG O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"2 0 1 4 年 , 是 深 入 贯 彻 落 实 党 的 十 八 届 三 中 全 会 精 神 、 全 面 深 化 改 革 的 开 局 之 年 , 是 完 成 “ 十 二 五 ” 规 划 目 标 任 务 的 关 键 之 年 。 做 好 2 1 0 4 年 各 项 工 作 , 使 命 光 荣 、 责 任 重 大 。 我 们 要 更 加 紧 密 地 团 结 在 以 习 近 平 同 志 为 总 书 记 的 党 中 央 周 围 , 高 举 中 国 特 色 社 会 主 义 伟 大 旗 帜 , 以 邓 小 平 理 论 、 “ 三 个 代 表 ” 重 要 思 想 、 科 学 发 展 观 为 指 导 , 深 入 贯 彻 落 实 党 的 十 八 大 和 十 八 届 二 中 、 三 中 全 会 精 神 , 贯 彻 落 实 习 近 平 总 书 记 系 列 重 要 讲 话 精 神 、 特 别 是 “ 治 国 必 治 边 、 治 边 先 稳 藏 ” 的 重 要 战 略 思 想 , 贯 彻 落 实 俞 正 声 主 席 “ 依 法 治 藏 、 长 期 建 藏 ” 的 指 示 要 求 , 按 照 区 党 委 八 届 五 次 全 委 会 的 部 署 , 以 更 大 的 决 心 、 更 大 的 智 慧 、 更 大 的 勇 气 , 全 面 推 进 我 区 各 项 改 革 , 努 力 谱 写 跨 越 式 发 展 和 长 治 久 安 的 新 篇 章 。 坚 定 不 移 地 走 有 中 国 特 色 、 西 藏 特 点 的 发 展 路 子 , 坚 持 稳 中 求 进 工 作 总 基 调 , 把 改 革 创 新 贯 穿 于 经 济 社 会 发 展 各 个 领 域 、 各 个 环 节 , 促 进 经 济 持 续 健 康 发 展 , 努 力 让 各 族 群 众 过 上 更 加 幸 福 美 好 的 生 活 ; 全 力 以 赴 把 各 项 维 稳 工 作 做 深 做 细 做 实 , 进 一 步 完 善 维 护 稳 定 的 长 效 机 制 , 努 力 实 现 全 区 社 会 大 局 持 续 稳 定 、 长 期 稳 定 、 全 面 稳 定 ; 坚 持 把 生 态 环 境 保 护 作 为 底 线 、 红 线 、 高 压 线 , 建 立 健 全 生 态 文 明 制 度 , 切 实 保 护 好 雪 域 高 原 的 一 草 一 木 、 山 山 水 水 , 保 护 好 “ 世 界 上 最 后 一 方 净 土 ” , 为 西 藏 的 跨 越 式 发 展 和 长 治 久 安 作 出 新 的 更 大 的 贡 献 。
","B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O B_ORG I_ORG I_ORG O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O
"
,"让 我 们 共 同 为 建 设 一 个 更 加 富 裕 、 和 谐 、 幸 福 、 法 治 、 文 明 、 美 丽 的 社 会 主 义 新 西 藏 而 努 力 奋 斗 !
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O
"
,"祝 伟 大 祖 国 繁 荣 昌 盛 !
","O O O O O O O O O O
"
,"祝 全 区 各 族 人 民 在 新 的 一 年 里 幸 福 安 康 、 扎 西 德 勒 !
","O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER I_PER O
"
,"2 0 1 3 年 1 2 月 3 1 日 , 自 治 区 党 委 、 政 府 以 电 视 电 话 会 议 形 式 召 开 全 区 经 济 工 作 会 议 , 自 治 区 党 委 书 记 陈 全 国 讲 话 。 记 者 姚 海 全 摄
","B_T I_T I_T I_T I_T I_T I_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O
"
,"2 0 1 3 年 1 2 月 3 1 日 , 自 治 区 党 委 、 政 府 以 电 视 电 话 会 议 形 式 召 开 全 区 经 济 工 作 会 议 , 以 党 的 十 八 大 和 十 八 届 二 中 、 三 中 全 会 精 神 为 指 导 , 贯 彻 落 实 习 近 平 总 书 记 系 列 重 要 讲 话 精 神 , 贯 彻 落 实 中 央 经 济 工 作 会 议 特 别 是 习 近 平 总 书 记 、 李 克 强 总 理 的 重 要 讲 话 精 神 , 贯 彻 区 党 委 八 届 五 次 全 委 会 精 神 , 总 结 2 0 1 3 年 全 区 经 济 工 作 , 安 排 2 0 1 4 年 经 济 工 作 。
","B_T I_T I_T I_T I_T I_T I_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T I_T I_T O O O O O O O O O B_T I_T I_T I_T I_T O O O O O
"
,"[ 自 治 区 党 委 书 记 陈 全 国 出 席 会 议 并 讲 话 , 部 署 贯 彻 中 央 经 济 工 作 会 议 精 神 , 提 出 2 0 1 4 年 全 区 经 济 工 作 总 体 要 求 和 主 要 举 措 。 全 国 政 协 副 主 席 、 自 治 区 政 协 主 席 帕 巴 拉 · 格 列 朗 杰 出 席 会 议 。 自 治 区 党 委 副 书 记 、 自 治 区 主 席 洛 桑 江 村 对 2 0 1 4 年 经 济 工 作 作 出 部 署 。 自 治 区 领 导 吴 英 杰 、 邓 小 刚 、 刁 国 新 、 公 保 扎 西 、 齐 扎 拉 、 罗 布 顿 珠 、 董 云 虎 、 梁 田 庚 、 多 托 、 丁 业 现 、 王 瑞 连 出 席 会 议 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O B_LOC I_LOC I_LOC I_LOC O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O B_PER I_PER I_PER O B_PER I_PER I_PER O B_PER I_PER I_PER O O O B_PER I_PER O B_PER I_PER I_PER O B_PER I_PER I_PER I_PER O B_PER I_PER I_PER O B_PER I_PER I_PER O O O O O O O O B_PER I_PER I_PER O O O O O
"
,"会 议 指 出 , 2 0 1 3 年 以 来 , 在 以 习 近 平 同 志 为 总 书 记 的 党 中 央 坚 强 领 导 下 , 自 治 区 党 委 、 政 府 团 结 带 领 全 区 各 族 人 民 , 高 举 中 国 特 色 社 会 主 义 伟 大 旗 帜 , 以 邓 小 平 理 论 、 “ 三 个 代 表 ” 重 要 思 想 、 科 学 发 展 观 为 指 导 , 认 真 贯 彻 落 实 党 的 十 八 大 和 十 八 届 二 中 、 三 中 全 会 精 神 , 贯 彻 落 实 习 近 平 总 书 记 “ 治 国 必 治 边 、 治 边 先 稳 藏 ” 的 重 要 战 略 思 想 , 贯 彻 落 实 俞 正 声 主 席 “ 依 法 治 藏 、 长 期 建 藏 ” 的 指 示 要 求 ; 坚 持 走 有 中 国 特 色 、 西 藏 特 点 的 发 展 路 子 , 坚 持 稳 中 求 进 , 稳 增 长 、 调 结 构 、 促 改 革 、 惠 民 生 , 经 济 发 展 速 度 快 , 经 济 增 长 质 量 高 , 经 济 结 构 不 断 优 化 , 基 础 建 设 力 度 较 大 , 改 革 开 放 动 力 强 , 社 会 事 业 有 新 进 步 , 群 众 得 到 更 多 实 惠 , 生 态 环 境 保 持 良 好 , 社 会 持 续 和 谐 稳 定 , 实 现 了 有 质 量 有 效 益 、 又 好 又 快 发 展 。
","O O O O O B_T I_T I_T I_T I_T O O O O O B_PER I_PER I_PER O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"会 议 指 出 , 中 央 经 济 工 作 会 议 , 是 在 党 的 十 八 届 三 中 全 会 之 后 中 央 召 开 的 第 一 个 全 国 性 会 议 。 习 近 平 总 书 记 、 李 克 强 总 理 发 表 了 重 要 讲 话 , 着 眼 全 局 、 站 位 高 远 、 论 述 精 辟 、 部 署 科 学 , 具 有 很 强 的 思 想 性 、 前 瞻 性 、 针 对 性 和 指 导 性 , 对 于 我 们 坚 定 信 心 、 凝 聚 力 量 , 全 面 深 化 改 革 , 推 动 全 区 经 济 社 会 又 好 又 快 发 展 , 具 有 十 分 重 要 的 意 义 。 我 们 一 定 要 认 真 学 习 、 深 刻 领 会 、 准 确 把 握 , 切 实 把 思 想 和 行 动 统 一 到 中 央 对 当 前 经 济 形 势 的 正 确 判 断 上 来 , 统 一 到 中 央 对 明 年 经 济 工 作 的 总 体 要 求 上 来 , 统 一 到 中 央 对 明 年 经 济 工 作 的 预 期 目 标 上 来 , 统 一 到 中 央 对 明 年 经 济 工 作 的 安 排 部 署 上 来 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O
"
,"会 议 强 调 , 2 0 1 4 年 是 深 入 贯 彻 落 实 党 的 十 八 届 三 中 全 会 精 神 、 全 面 深 化 改 革 的 开 局 之 年 , 是 完 成 “ 十 二 五 ” 规 划 目 标 任 务 的 关 键 之 年 。 做 好 我 区 明 年 经 济 工 作 的 总 体 要 求 是 , 全 面 贯 彻 落 实 党 的 十 八 大 和 十 八 届 二 中 、 三 中 全 会 精 神 , 贯 彻 落 实 中 央 经 济 工 作 会 议 精 神 , 坚 持 以 邓 小 平 理 论 、 “ 三 个 代 表 ” 重 要 思 想 、 科 学 发 展 观 为 指 导 , 贯 彻 落 实 习 近 平 总 书 记 系 列 重 要 讲 话 精 神 、 关 于 西 藏 工 作 的 重 要 指 示 精 神 、 特 别 是 “ 治 国 必 治 边 、 治 边 先 稳 藏 ” 重 要 战 略 思 想 , 贯 彻 落 实 俞 正 声 主 席 “ 依 法 治 藏 、 长 期 建 藏 ” 的 指 示 要 求 , 认 真 执 行 中 央 的 宏 观 经 济 政 策 , 坚 持 稳 中 求 进 工 作 总 基 调 , 把 改 革 创 新 贯 穿 于 经 济 社 会 发 展 各 个 领 域 各 个 环 节 , 统 筹 稳 增 长 、 调 结 构 、 促 改 革 , 着 力 激 发 市 场 活 力 , 加 强 基 本 公 共 服 务 , 切 实 保 障 和 改 善 民 生 , 促 进 经 济 持 续 健 康 发 展 , 保 持 社 会 大 局 持 续 和 谐 稳 定 , 确 保 生 态 环 境 持 续 良 好 。
","O O O O O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"会 议 强 调 , 实 现 明 年 的 经 济 发 展 目 标 , 重 点 要 抓 好 八 个 方 面 的 工 作 :
","O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O
"
,"一 要 坚 持 扭 住 “ 一 个 总 开 关 ” , 着 力 深 化 改 革 开 放 。 在 深 化 改 革 方 面 , 要 吃 透 精 神 , 统 筹 考 虑 , 有 序 推 进 , 重 点 深 化 农 牧 区 改 革 、 国 有 企 业 改 革 、 行 政 体 制 改 革 、 投 资 体 制 改 革 、 财 税 体 制 改 革 、 医 药 卫 生 体 制 改 革 、 教 育 领 域 改 革 、 人 事 制 度 改 革 、 扶 贫 开 发 体 制 改 革 、 文 化 体 制 改 革 等 十 个 方 面 的 改 革 。 在 扩 大 开 放 方 面 , 要 深 化 区 域 合 作 , 完 善 援 藏 机 制 , 提 升 全 方 位 开 放 水 平 , 实 现 优 势 互 补 、 互 利 共 赢 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"二 要 坚 持 抓 好 “ 一 个 关 键 ” , 积 极 推 进 项 目 建 设 。 要 抓 住 重 大 机 遇 , 主 动 对 接 、 积 极 争 取 , 化 机 遇 为 优 势 、 为 项 目 、 为 发 展 ; 要 抓 好 前 期 工 作 , 争 取 尚 未 审 批 的 “ 十 二 五 ” 规 划 项 目 和 中 期 评 估 调 整 增 加 项 目 明 年 得 到 全 部 审 批 ; 要 抓 实 项 目 对 接 , 严 格 项 目 工 作 责 任 制 , 加 强 项 目 的 沟 通 与 衔 接 ; 要 加 快 项 目 建 设 , 力 争 早 开 工 、 早 建 设 , 早 竣 工 、 早 见 效 , 打 造 优 质 工 程 、 精 品 工 程 、 阳 光 工 程 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"三 要 坚 持 破 除 “ 一 个 瓶 颈 ” , 切 实 加 强 基 础 设 施 。 坚 持 基 础 设 施 先 行 , 强 化 交 通 运 输 建 设 、 综 合 能 源 建 设 、 水 利 设 施 建 设 、 现 代 通 讯 建 设 、 特 色 城 镇 建 设 , 为 长 远 发 展 打 下 坚 实 基 础 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O
"
,"四 要 坚 持 突 出 “ 一 个 特 点 ” , 做 优 做 强 特 色 产 业 。 按 照 “ 一 产 上 水 平 、 二 产 抓 重 点 、 三 产 大 发 展 ” 的 经 济 发 展 战 略 , 围 绕 调 整 优 化 结 构 、 转 变 发 展 方 式 , 设 立 用 好 政 府 产 业 引 导 资 金 , 培 育 壮 大 特 色 优 势 产 业 , 大 力 发 展 种 植 养 殖 业 , 加 快 发 展 特 色 工 业 , 繁 荣 发 展 第 三 产 业 , 提 升 产 业 发 展 水 平 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"五 要 坚 持 激 发 “ 一 个 活 力 ” , 不 断 壮 大 民 营 经 济 。 继 续 坚 持 放 心 放 开 放 宽 放 胆 放 手 , 进 一 步 放 宽 门 槛 , 实 行 统 一 的 市 场 准 入 制 度 , 简 化 登 记 手 续 , 实 行 零 成 本 注 册 、 一 条 龙 服 务 ; 进 一 步 强 化 支 持 , 坚 持 权 利 平 等 、 机 会 平 等 、 规 则 平 等 ; 进 一 步 提 质 增 效 , 鼓 励 大 、 中 、 小 不 同 规 模 的 民 营 企 业 共 同 发 展 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"六 要 坚 持 守 住 “ 一 条 红 线 ” , 构 建 生 态 安 全 屏 障 。 坚 持 把 保 护 生 态 环 境 作 为 底 线 、 红 线 、 高 压 线 , 宁 可 经 济 发 展 慢 一 点 , 也 绝 不 以 牺 牲 生 态 环 境 为 代 价 。 要 严 格 建 设 项 目 准 入 , 从 严 控 制 矿 产 资 源 开 发 , 落 实 生 态 环 境 保 护 建 设 规 划 , 强 化 生 态 环 境 保 护 督 查 , 切 实 保 护 好 雪 域 高 原 的 一 草 一 木 、 山 山 水 水 , 保 护 好 “ 世 界 上 最 后 一 方 净 土 ” 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"七 要 坚 持 体 现 “ 一 个 落 脚 点 ” , 大 力 保 障 改 善 民 生 。 坚 持 把 保 障 改 善 民 生 作 为 一 切 工 作 的 出 发 点 和 落 脚 点 , 在 今 年 办 成 “ 十 件 实 事 ” 的 基 础 上 , 明 年 继 续 围 绕 各 族 群 众 迫 切 需 要 解 决 的 问 题 , 办 好 利 民 惠 民 “ 十 件 实 事 ” 。 改 善 城 乡 居 民 生 产 生 活 条 件 , 千 方 百 计 扩 大 就 业 , 多 渠 道 增 加 居 民 收 入 , 努 力 控 制 物 价 , 大 力 发 展 教 育 , 强 化 社 会 保 障 , 提 高 医 疗 保 障 水 平 , 推 进 文 化 惠 民 , 加 强 扶 贫 开 发 , 抓 好 防 灾 减 灾 和 安 全 生 产 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O
"
,"八 要 坚 持 强 化 “ 一 个 保 障 ” , 维 护 社 会 和 谐 稳 定 。 深 入 贯 彻 落 实 习 近 平 总 书 记 “ 治 国 必 治 边 、 治 边 先 稳 藏 ” 重 要 战 略 思 想 , 贯 彻 落 实 俞 正 声 主 席 “ 依 法 治 藏 、 长 期 建 藏 ” 的 指 示 要 求 , 牢 固 树 立 稳 定 压 倒 一 切 和 长 期 作 战 的 思 想 , 高 度 警 惕 、 警 钟 长 鸣 , 时 刻 绷 紧 稳 定 这 根 弦 , 坚 决 克 服 松 懈 、 厌 战 、 麻 痹 情 绪 , 抓 早 抓 小 抓 快 抓 好 , 继 续 坚 定 不 移 地 落 实 好 自 治 区 党 委 、 政 府 各 项 维 稳 措 施 , 全 力 以 赴 做 好 稳 定 工 作 , 为 经 济 社 会 又 好 又 快 发 展 提 供 坚 强 保 障 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
